SKU,Product Name,4
X5PA5D,5mm Diamond Five Row Pave Ring',P
X5OP,5mm Opal Threaded Stud',P
X5IVD2,Invisible Set 5 Diamond Open Curve Threaded Stud',P
X4TQ,4mm Turquoise Threaded Stud',P
X4OP,4mm Opal Threaded Stud',P
X4DTRD,Four Diamond Trinity Threaded Stud',P
X4BTRTQ,Turquoise Four Ball Trinity Threaded Stud',P
X4BTROP,Opal Four Ball Trinity Threaded Stud',P
X4BTRD,Diamond Four Ball Trinity Threaded Stud',P
X4BTR,Four Ball Trinity Threaded Stud',P
X3TQ,3mm Turquoise Threaded Stud',P
X3PTR953D,9.5mm 3mm Diamond Princess Trillion Ring (Rotating)',
X3PTR83D,8mm 3mm Diamond Princess Trillion Ring (Rotating)',P
X3PTR653D,6.5mm 3mm Diamond Princess Trillion Ring (Rotating)',P
X3PH1695OP,16g 9.5mm Opal Horizontal Princess Clicker',
X3PH1695CZT,16g 9.5mm Cubic Zirconia Titanium Horizontal Princess Clicker',
X3PH1695CZ,16g 9.5mm Cubic Zirconia Horizontal Princess Clicker',
X3PH168OPT,16g 8mm Opal Titanium Horizontal Princess Clicker',
X3PH168OP,16g 8mm Opal Horizontal Princess Clicker',
X3PH168CZT,16g 8mm Cubic Zirconia Titanium Horizontal Princess Clicker',
X3PH168CZ,16g 8mm Cubic Zirconia Horizontal Princess Clicker',
X3PH1495OP,14g 9.5mm Opal Horizontal Princess Clicker',
X3PH1495CZT,14g 9.5mm Cubic Zirconia and Titanium Horizontal Princess Clicke',
X3PH1495CZ,14g 9.5mm Cubic Zirconia Horizontal Princess Clicker',
X3PH148OPT,14g 8mm Opal Titanium Horizontal Princess Clicker',
X3PH148OP,14g 8mm Opal Horizontal Princess Clicker',
X3PH148D,14g 8mm Diamond Horizontal Princess Clicker',
X3PH148CZT,14g 8mm Cubic Zirconia Titanium Horizontal Princess Clicker',
X3PH148CZ,14g 8mm Cubic Zirconia Horizontal Princess Clicker',
X3PH1465CZ,14g 6.5mm Cubic Zirconia Horizontal Princess Clicker',
X3PAIV95D,9.5mm 3 Invisible Diamond Rows Pave Ring',
X3PAIV8D,8mm 3 Invisible Diamond Rows Pave Ring',P
X3PAIV65D,6.5mm 3 Row Invisible Diamond Pave Ring',P
X3PAIV11D,11mm 3 Invisible Diamond Rows Pave Ring',
X3P952D,9.5mm 2mm Diamond Princess Ring',P
X3P83DPS,8mm 3mm Pink Sapphire and Diamond Princess Ring',P
X3P83DBS,8mm 3mm Blue Sapphire and Diamond Princess Ring',P
X3P83D,8mm 3mm Diamond Princess Ring',P
X3P82D,8mm 2mm Diamond Princess Ring',P
X3P653DPS,6.5mm 3mm Pink Sapphire and Diamond Princess Ring',P
X3P653DBS,6.5mm 3mm Blue Sapphire and Diamond Princess Ring',P
X3P653D,6.5mm 3mm Diamond Princess Ring',P
X3P652D,6.5mm 2mm Diamond Princess Ring',P
X3P52DPS,5mm 2mm Pink Sapphire Princess Clicker',P
X3P52D,5mm 2mm Diamond Princess Ring',P
X3OP,3mm Opal Threaded Stud',P
X3IVD,Invisible Set 3 Diamond Curve Threaded Stud',P
X3ETC565D,6.5mm Diamond Eternity Ring with 6.5mm and 5mm Cuffs',
X3ET65D,6.5mm Diamond Eternity Ring and Two Cuffs',P
X3DTRDL,Large Diamond Trinity Threaded Stud',P
X3DTRD,Diamond Trinity Threaded Stud',P
X3DTRBKD,Black Diamond Trinity Threaded Stud',P
X3BTRL,Large Three Ball Trinity Threaded Stud',P
X3BTR,Ball Trinity Threaded Stud',P
X2TQ,2mm Turquoise Threaded Stud',P
X2TNDBATRD,Baguette Diamond Talon with Trillion Dangle Threaded Combination',P
X2TNDBASQD,Baguette Diamond Talon with Princess Dangle Threaded Combination',P
X2TNBAD,Baguette Diamond Talon Threaded Combination',P
X2TN813D,Short Talon with Diamonds Threaded Stud',P
X2PE,2mm Natural Pearl Threaded Stud',P
X2OP,2mm Opal Threaded Stud',P
X2HN8,8mm Double Sided Hiranya Clicker',P
X2HCCS8D,8mm Double Sided Diamond Handcuff Clickers with Short Chain',P
X2HCCS8,8mm Handcuff Clickers with Short Chain',P
X2HCCS65DD,6.5mm Double Sided Diamond Handcuff Clickers with Short Chain',P
X2HCCS65D,6.5mm Diamond Handcuff Clickers with Short Chain',P
X2HCCS65,6.5mm Handcuff Clickers with Short Chain',P
X2HCCM8D,8mm Double Sided Diamond Handcuff Clickers with Medium Chain',P
X2HCCM8,8mm Handcuff Clickers with Medium Chain',P
X2HCCM65DD,6.5mm Double Sided Diamond Handcuff Clickers with Medium Chain',P
X2HCCM65D,6.5mm Diamond Handcuff Clickers with Medium Chain',P
X2HCCM65,6.5mm Handcuff Clickers with Medium Chain',P
X2ETC565D,6.5mm Diamond Eternity Ring and 5mm Cuff',P
X2ET65D,6.5mm Diamond Eternity Ring and Cuff',P
X2EB3CFLMQCPED,Diamond Flower Marquise and Pear Chain Orbital',P
X2EB3CDELMQ3CD,Diamond Delia and Marquise Dangle Chain Orbital',P
X2EB2SC1CH76D,1 Chain 2 Scalloped Diamond Two Earring Back',P
X2EB2CH65,2 Chain 2 Earring Back Connector',P
X2EB2C5C2MQPED,Diamond Round Marquise and Pear Chain Orbital',P
X2EB2C3SC3PETRD,Diamond Scalloped Round and Pear Trinity Orbital',P
X2EB1SC2D,2mm Diamond and Chain Orbit Joining 2 Piercings',P
X2EB1CH76,1 Chain Two Earring Back Connector',P
X2C2ETC65D,Diamond 6.5mm Eternity Ring and Cuff with 2 Chains',
X2AP95DOPTQ,9.5mm Diamond Turquoise and Opal Double Sided Apsara Clicker',P
X2AP95DOP,9.5mm Diamond and Opal Double Sided Apsara Clicker',P
X2AP95D,9.5mm Diamond Double Sided Apsara Clicker',P
X2AP8DOPTQ,8mm Diamond Turquoise and Opal Double Sided Apsara',P
X2AP8DOP,8mm Diamond and Opal Double Sided Apsara Clicker',P
X2AP8D,8mm Double Sided Diamond Apsara Clicker',P
X2AP65DOPTQ,6.5mm Diamond Turquoise and Opal Double Sided Apsara',P
X2AP65DOP,6.5mm Diamond and Natural Opal Double Sided Apsara',P
X2AP65D,6.5mm Diamond Double Sided Apsara',P
X1EB1CH22,Medium Chain Wrap Earstud',P
X1EB1CH16,Small Chain Wrap Earstud',P
X1CBA95D,Baguette Diamond 9.5mm Chain Wrap Earstud',P
X1CBA8D,Baguette Diamond 8mm Chain Wrap Earstud',P
VSQ34CZ,3-4 Cubic Zirconia Princess Solitaire Barbell',
VSCEG48CZ,4-8 Cubic Zirconia Engraved Cup Solitaire Barbell',
VSCEG46CZ,4-6 Cubic Zirconia Engraved Cup Solitaire Barbell',
VSCEG34CZ,3-4 Cubic Zirconia Engraved Cup Solitaire Barbell',
VPA67D,6-7 Diamond Ice Pave Barbell',
VP48CZ,4-8 Cubic Zirconia Prong Solitaire Barbell',
VP46CZ,4-6 Cubic Zirconia Prong Solitaire Barbell',
VP34CZ,3-4 Cubic Zirconia Prong Solitaire Barbell',
VMTTPSD,Diamond MT Tiara with Parasol Dangle Barbell',
VMTTPAD,Diamond MT Tiara and Ice Pave Barbell',
VMTBR6CZ,Cubic Zirconia MT Crown and 6mm Braid Barbell',
VMTBR6AM,Amethyst MT Crown and 6mm Braid Barbell',
VMT5DS8CZ,CZ MT Crown and 8mm Solitaire CZ with 5 CZ Dangle Complete',
VMT12D8CZ,CZ MT Crown and 8mm CZ with 12 CZ Dangles Complete',
VFLPA557D,Diamond 5.5mm Flower and Medium Pave Barbell',
VFLB454CZ,Petite Cubic Zirconia Flower and Gold Ball',
VDALDC,Dala Dangle and Crest Navel Complete',
VDALDB,Dala Dangle and Gold Ball Navel Complete',
VCDD34CZ,3-4 Cubic Zirconia with Double Dangle Barbell',
VCD34CZ,3mm-4mm Cubic Zirconia Cup Solitaire with Top Dangle',
VC46OP,Opal 4-6 Cup Solitaire Barbell',
VC34OP,Opal 3-4 Cup Solitaire Barbell',
VBYPAD,Diamond Butterfly and Ice Pave Barbell',
VBR46TQ,4mm-6mm Turquoise Braid Solitaire Barbell',
VBR46OP,4mm-6mm Opal Braid Solitaire Barbell',
VBR46CZ,4mm-6mm Cubic Zirconia Braid Solitaire Barbell',
VB4555,Medium Gold Ball Barbell',
VB445,Small Gold Ball Barbell',
VB34,Petite Gold Ball Barbell',
VAJNDB,Ajna Dangle and Gold Ball Barbell',
V3P83PS,8mm 3mm Pink Sapphire Princess Navel Ring',
V3P83DBS,8mm 3mm Blue Sapphire Princess Navel Ring',
V3P83D,8mm 3mm Princess and Round Diamond Navel Ring',
TASHPOUCH,Maria Tash Branded Jewelry Pouches',
TASHBOX,Maria Tash Branded Box for Jewelry',
SS2CH1695,16g 9.5mm Double Chain Septum Spinner',
SS2CH168,16g 8mm Double Chain Septum Spinner',
SS2CH148,14g 8mm Double Chain Septum Spinner',
SS1CH1695,16g 9.5mm Single Chain Septum Spinner',
SS1CH168D,16g 8mm Single Chain Septum Spinner with Diamond Accent',
SS1CH168,16g 8mm Single Chain Septum Spinner',
SS1CH1495D,14g 9.5mm Single Chain Septum Spinner with Diamond Accent',
SS1CH148,14g 8mm Single Chain Septum Spinner',
SS1C1495,"Single Chain 14g 3/8"" Septum Spinner'",
RSQ34CZ,3mm-4mm Square Cubic Zirconia Barbell',
RSCEG34CZ,3mm-4mm Cubic Zirconia Scalloped Engraved Rook Barbell',
RSC253D,2.5-3 Diamond Scalloped Rook B',
RP34CZ,3mm-4mm Prong Set Cubic Zirconia Rook Barbell',
RP33D,3mm Prong Set Diamond Rook Barbell',
RP33CZ,3mm Prong Set Cubic Zirconia Rook Barbell',
RFLSC32D,3mm Flower and 2mm Diamond Rook Barbell',
RFLP453CZ,Flower and 3mm Cubic Zirconia Rook Barbell',
RFLDSC453D,Diamond Flower with Dangle and 3mm Diamond Rook Barbell',
RFL3DB3,3mm Diamond Flower and 3mm Ball Rook Barbell',
RDELSC25D,Delia and 2.5mm Diamond Rook Barbell',
RB253,2.5-3mm Gold Ball Rook Barbell',
PSC3D,3mm Scalloped Diamond Straight Barbell',
PEG3CZ,3mm Cubic Zirconia Engraved Cup Straight Barbell',
PB5,5mm Ball Straight Barbell',
PB4,4mm Ball Straight Barbell',
PAR55D,5.5mm Double Diamond Arrow Straight Barbell',
PAR45D,4.5mm Double Diamond Arrow Straight Barbell',
P4OP,4mm Opal Straight Barbell',
P3OP,3mm Opal Straight Barbell',
NXMARK,"""X Marks the Spot"" Nostril Screw'",
NURPA5D,Diamond Pave Ouroboros Nostril Screw',
NSTARD,Diamond Solitaire Star Nostril Screw',
NSTAR45D,4.5mm Diamond Star Nostril Screw',
NSTAR,Plain Star Nostril Screw',
NSQ3DTR,Princess Cut Diamond Trinity Nostril Screw',
NSHSTAR,Plain Starburst Nostril Screw',
NSC3D,3mm Diamond Scalloped Set Nostril Screw',
NSC2PKD,2mm Light Pink Diamond Scalloped Set Nostril Screw',
NSC2PD,2mm Purple Diamond Scalloped Set Nostril Screw',
NSC2D,2mm Diamond Scalloped Set Nostril Screw',
NSC2BKD,2mm Black Diamond Scalloped Set Nostril Screw',
NSC2BD,2mm Blue Diamond Scalloped Set Nostril Screw',
NSC25D,2.5mm Diamond Scalloped Set Nostril Screw',
NSC15PKD,1.5mm Light Pink Diamond Scalloped Set Nostril Screw',
NSC15PD,1.5mm Purple Diamond Scalloped Set Nostril Screw',
NSC15D,1.5mm Diamond Scalloped Set Nostril Screw',
NSC15BKD,1.5mm Black Diamond Scalloped Set Nostril Screw',
NSC15BD,1.5mm Blue Diamond Scalloped Set Nostril Screw',
NSC12D,1.2mm Diamond Scalloped Set Nostril Screw',
NPEAR,Plain Pear Nostril Screw',
NPAISRD,Diamond Right-Paisley Nostril Screw',
NPAISLD,Diamond Left-Paisley Nostril Screw',
NIV3D,3mm Diamond Invisible Set Nostril Screw',
NIV2PKD,2mm Pink Diamond Invisible Nostril Screw',
NIV2D,2mm Diamond Invisible Set Nostril Screw',
NIV2BD,2mm Blue Diamond Invisible Set Nostril Screw',
NIV25D,2.5mm Diamond Invisible Set Nostril Screw',
NIV25BD,2.5mm Blue Diamond Invisible Set Nostril Screw',
NIV15D,1.5mm Diamond Invisible Set Nostril Screw',
NIV15BD,1.5mm Blue Diamond Invisibly Set Nostril Screw',
NHEART,Plain Heart Nostril Screw',
NG3TQ,2.75mm Turquoise Starburst Nostril Screw',
NG3RB,2.75mm Ruby Starburst Nostril Screw',
NG3PS,2.75mm Pink Sapphire Starburst Nostril Screw',
NG3OP,2.75mm Opal Starburst Nostril Screw',
NG3CZ,2.75mm Cubic Zirconia Starburst Nostril Screw',
NG3BS,2.75mm Blue Sapphire Starburst Nostril Screw',
NFL55PD,5.5mm Rose-Purple Diamond Flower Nostril Screw',
NFL55D,5.5mm Diamond Flower Nostril Screw',
NFL55BD,5.5mm Sky Blue Diamond Flower Nostril Screw',
NFL45PD,4.5mm Rose-Purple Diamond Flower Nostril Screw',
NFL45D,4.5mm Diamond Flower Nostril Screw',
NFL45BKD,4.5mm Black Diamond Flower Nostril Screw',
NFL45BD,4.5mm Sky Blue Diamond Flower Nostril Screw',
NFL3D,3mm Diamond Flower Nostril Screw',
NDM25,2.5mm Dome Nostril Screw',
NDM2,2mm Dome Nostril Screw',
NDM15,1.5mm Dome Nostril Screw',
NDELPS,Pink Sapphire Delia Nostril Screw',
NDELD,Diamond Delia Nostril Screw',
NDELBS,Blue Sapphire Delia Nostril Screw',
NDAL,Dala Nostril Screw',
NCLVD,Diamond Lucky Clover Nostril Screw',
NBY4D,4mm Diamond Butterfly Nostril Screw',
NBRT3TQ,2.75mm Turquoise Thin Braid Nostril Screw',
NBRT3PS,2.75mm Pink Sapphire Thin Braid Nostril Screw',
NBRT3OP,2.75mm Opal Thin Braid Nostril Screw',
NBRT3CZ,2.75mm Cubic Zirconia Thin Braid Nostril Screw',
NBRT3BS,2.75mm Blue Sapphire Thin Braid Nostril Screw',
NAJN3B,Ajna and 3 Dangle Nostril Screw',
NAJN,Ajna Nostril Screw',
N4DTRD,Four Diamond Trinity Scalloped Nostril Screw',
N4BTRSC,Plain Four Ball Trinity Nostril Screw',
N4BTROP,Opal Four Ball Trinity Nostril Screw',
N4BTRD,Diamond Four Ball Trinity Scalloped Nostril Screw',
N3OP,3mm Opal Nostril Screw',
N3DTRD,Diamond Trinity Nostril Screw',
N3BTRL,Large Three Ball Trinity Nostril Screw',
N3BTR,Ball Trinity Nostril Screw',
N2TQ,2mm Turquoise Nostril Screw',
N2PE,2mm Pearl Nostril Screw',
N2OP,2mm Opal Nostril Screw',
N15D,1.5mm Diamond Plain Bezel Nostril Screw',
N15BKD,1.5mm Black Diamond Plain Bezel Nostril Screw',
N12D,1.2mm Diamond Plain Bezel Nostril Screw',
N085D,0.85mm Diamond Plain Bezel Nostril Screw',
KSTAR55D,5.5mm Diamond Star Necklace',
KSTAR45D,4.3mm Diamond Star Necklace',
KPADPEDEY,Dia Halo Eye w/ Invis Teardrop',
KPADEY,Diamond Halo Vintage Eye Necklace',
KMTTDOP,Opal and Diamond MT Tiara Necklace',
KMTTD,Diamond MT Tiara Necklace',
KMTD,Diamond MT Crown Necklace',
KIVPADPEDEY,Invisible Diamond Halo Eye Necklace Invisible Pear Teardrop',
KIVPADEY,Invisible Set Diamond Halo Vintage Eye Necklace',
KFLD55D,Diamond Flower and Dangle Necklace',
KEY,14k Bezel Set Vintage Eye Necklace',
KBYD,Medium Diamond Marquise Butterfly Necklace',
K2HC,8mm Handcuff Necklace',
FPEARDDAQ,Aquamarine & Diamond Pear Dangle Ring',
FPADPEDEY,Diamond Halo Natural Eye with Tear Finger Ring',
FPA2LCDBS,Diamond and Sapphire Double Cr',
FPA2CRDEY,18k Double Diamond Crown Eye Finger Ring',
FPA2CDBS,Blue Sapphire and Diamond Double Crown Finger Ring',
FLACPADEY,Lace and Pave Diamond Eye Finger Ring',
FLAC7D,Diamond 6.5mm Engraved Ring',
FETSTARD,Small Diamond Star Eternity Ring',
FETSTAR2D,Large Diamond Star Eternity Ring',
FETPADPEDEY,Vintage Eye Diamond Halo Finger Ring Bezeled Teardrop Dangle',
FETOP,Opal Eternity Finger Ring',
FETMQD,Marquise Diamond Micro Pave Finger Ring',
FETBAD,Baguette Diamond Micro Pave Finger Ring',
FET4DTRD,Four Diamond Trinity Eternity Finger Ring',
EXMARK,"""X Marks the Spot"" Earstud'",P
EWB15D,Large Diamond Web Earstud',P
EWB15BKD,Large Black Diamond Web Earstud',P
EWB10D,10mm Diamond Web Earstud',P
EWB10BKD,10mm Black Diamond Web Earstud',P
EURPAPRS5BKD,5mm Black and White Diamond Pave Pronged Ouroboros Earstud',P
EURPAPRS4BKD,4mm Black and White Diamond Pave Pronged Ouroboros Earstud',P
EURPA5DOP,5mm Opal and Diamond Pave Ouroboros Earstud',P
EURPA5D,5mm Rose Cut Diamond Pave Ouroboros Earstud',P
EURPA4DOP,4mm Opal and Diamond Pave Ouroboros Earstud',P
EURPA4D,4mm Rose Cut Diamond Pave Ouroboros Earstud',P
ETNCOBRBBKD,Ruby Eyes Black Diamond Hood Cobra Talon Traditional Earstud',P
ETNCOBDD,Diamond Eyes Diamond Hood Cobra Talon Traditional Earstud',P
ETNCOBBKDRB,Black Diamond Eyes Ruby Hood Cobra Talon Traditional Earstud',P
ETNCOBBKDBKD,Black Diamond Eyes Black Diamond Hood Cobra Talon Earstud',P
ESTARD,Diamond Solitaire Star Earstud',P
ESTAR7D,7mm Diamond Star Earstud',P
ESTAR55D,5.5mm Diamond Star Earstud',P
ESTAR45D,4.5mm Diamond Star Earstud',P
ESTAR,Plain Star Earstud',P
EST1CTR55D,5.5mm Diamond Star and Trillion Chain Wrap Earstud',P
ESQGBS,Blue Sapphire Princess Granulated Earstud',P
ESQ3DTRD,Princess Cut Diamond Trinity Earstud',P
ESQ3D,3mm Princess Cut Diamond Earstud',P
ESQ3BTRD,Diamond Princess Cut Ball Trinity Earstud',P
ESQ2D,2mm Princess Cut Diamond Earstud',P
ESP3525,Spike Earstud',P
ESNPA10RB,Large Diamond Pave Snake with Ruby Eyes Earstud',P
ESNPA10D,Large Diamond Pave Snake Earstud',P
ESNEG5RB,Small Engraved Snake with Ruby Eyes Earstud',P
ESNEG5D,Small Engraved Snake with Diamond Eyes Earstud',P
ESNEG5BKD,Small Engraved Snake with Black Diamond Eyes Earstud',P
ESNEG10RB,Large Engraved Snake with Ruby Eyes Earstud',P
ESNEG10D,Large Engraved Snake with Diamond Eyes Earstud',P
ESNEG10BKD,Large Engraved Snake with Black Diamond Eyes Earstud',P
ESN5RB,Small Snake with Ruby Eyes Earstud',P
ESN5D,Small Snake with Diamond Eyes Earstud',P
ESN5BKD,Small Snake with Black Diamond Eyes Earstud',P
ESN10RB,Large Snake with Ruby Eyes Earstud',P
ESN10D,Large Snake with Diamond Eyes Earstud',P
ESN10BKD,Large Snake with Black Diamond Eyes Earstud',P
ESHSTAR,Plain Starburst Earstud',P
ESCMQ4D,3.7mm Scalloped Marquise Diamond Earstud',P
ESCEG4CZ,4mm Cubic Zirconia Engraved Cup Earstud',P
ESCEG3CZ,3mm Cubic Zirconia Engraved Cup Earstud',P
ESCD32D,3mm-2mm Scalloped Set Diamond Earstud',P
ESC3PKD,3mm Pink Diamond Scalloped Set Earstud',P
ESC3PD,3mm Purple Diamond Scalloped Set Earstud',P
ESC3D,3mm Scalloped Set Diamond Earstud',P
ESC3BKD,3mm Black Diamond Scalloped Set Earstud',P
ESC3BD,3mm Blue Diamond Scalloped Set Earstud',P
ESC2PKD,2mm Pink Diamond Scalloped Set Earstud',P
ESC2PD,2mm Purple Diamond Scalloped Set Earstud',P
ESC2D,2mm Scalloped Set Diamond Earstud',P
ESC2BKD,2mm Black Diamond Scalloped Set Earstud',P
ESC2BD,2mm Blue Diamond Scalloped Set Earstud',P
ESC25D,2.5mm Scalloped Set Diamond Earstud',P
ESC15PKD,1.5mm Pink Diamond Scalloped Earstud',P
ESC15PD,1.5mm Scalloped Purple Diamond Earstud',P
ESC15D,1.5mm Scalloped Set Diamond Earstud',P
ESC15BKD,1.5mm Black Diamond Scalloped Earstud',P
ESC15BD,1.5mm Blue Diamond Scalloped Set Earstud',P
ESC12D,1.2mm Scalloped Set Diamond Earstud',P
ERSPJ95,Large Javanese Spike Earring',P
ERNB3D8DPS,8mm Diamond Indian Bead Ring Diamond Pink Sapphire Dangles',P
ERNB3BD8PS,8mm Pink Sapphire Indian Bead Ring Briolette Ball Dangles',P
ERNB3BD8BS,8mm Blue Sapphire Indian Bead Ring Briolette Ball Dangles',P
ERGSP95TQ,9.5mm Single Turquoise Grand Spike Clicker',P
ERGSP95OP,9.5mm Single Opal Grand Spike Clicker',P
ERGSP95BKOP,9.5mm Single Black Opal Grand Spike Clicker',P
ERGSP8TQ,8mm Single Turquoise Grand Spike Clicker',P
ERGSP8OP,8mm Single Opal Grand Spike Clicker',P
ERGSP8BKOP,8mm Single Black Opal Grand Spike Clicker',P
ERGSP65TQ,6.5mm Single Turquoise Grand Spike Clicker',P
ERGSP65OP,6.5mm Single Opal Grand Spike Clicker',P
ERGSP65BKOP,6.5mm Single Black Opal Grand Spike Clicker',P
ER1SP95TQ,9.5mm Single Short Turquoise Spike Non-Rotating Clicker',P
ER1SP95OP,9.5mm Single Short Opal Spike Non-Rotating Clicker',P
ER1SP95BROP,9.5mm Single Short Black-Red Opal Spike Non-Rotating Clicker',P
ER1SP95BKOP,9.5mm Single Short Black Opal Spike Non-Rotating Clicker',P
ER1SP95,9.5mm Single Short Spike Non-Rotating Clicker',P
ER1SP8TQ,8mm Single Short Turquoise Spike Non-Rotating Clicker',P
ER1SP8OP,8mm Single Short Opal Spike Non-Rotating Clicker',P
ER1SP8BROP,8mm Single Short Black-Red Opal Spike Non-Rotating Clicker',P
ER1SP8BKOP,8mm Single Short Black Opal Spike Non-Rotating Clicker',P
ER1SP8,8mm Single Short Spike Non-Rotating Clicker',P
ER1SP65TQ,6.5mm Single Short Turquoise Spike Non-Rotating Clicker',P
ER1SP65OP,6.5mm Single Short Opal Spike Non-Rotating Clicker',P
ER1SP65BKOP,6.5mm Single Short Black Opal Spike Non-Rotating Clicker',P
ER1SP65,6.5mm Single Short Spike Non-Rotating Clicker',P
EPK875M,8mm Padlock Clicker',P
EPK6565M,6.5mm Padlock Clicker',P
EPK565M,5mm Padlock Clicker',P
EPEAR,Plain Pear Earstud',P
EPE725D,7mm Pear Diamond Earstud',P
EPE625D,6mm Diamond Pear Earstud',P
EPAISRD,Diamond Paisley (Right) Earstud',P
EPAISLD,Diamond Paisley (Left) Earstud',P
EPACD,Diamond Micropave Open Circle Earstud',P
EP3CZ,3mm Prong Set Cubic Zirconia Earstud',P
EMTTDPS,Pink Sapphire and Diamond MT Tiara Earstud',P
EMTTDOP,Opal and Diamond MT Tiara Earstud',P
EMTTD,Diamond MT Tiara Earstud',P
EMTCD,Diamond MT Crown Earstuds (Pair)',P
EMQ725D,7mm Marquise Diamond Earstud',P
EMQ625D,6mm by 3mm Marquise Diamond Earstud',P
EMNSPAD,Small Diamond Moon Earstud',P
EMNPAD,Diamond Moon Earstud',P
ELOTORB65D,Diamond Lotus in Orbit',P
ELOTEGD625D,6mm Engraved Diamond Lotus Dangle Earstud',P
ELOTEG42D,4mm Engraved Diamond Lotus Earstud',P
ELOTEG315D,3mm Engraved Diamond Lotus Earstud',P
ELOTD625D,6mm Diamond Lotus Dangle Earstud',P
ELOT615D,6mm Diamond Lotus Earstud',P
ELB11D,11mm Diamond Lightning Bolt Earstud',P
ELB11BKD,11mm Black Diamond Lightning Bolt Earstud',P
EIVFL85D,8.5mm Invisible Set Diamond Flower Earstud',P
EIVFL6D,6mm Invisible Set Diamond Flower Earstud',P
EIVD32D,3mm-2mm Invisible Set Diamond Dangle Earstud',P
EIVD215D,2mm-1.5mm Invisible Set Diamond Dangle Earstud',P
EIVD1C32D,3mm-2mm Invisible Set Diamond Dangle Chain Wrap Earstud',P
EIV5D,5.2mm Invisible Set Diamond Earstud',P
EIV4D,4.1mm Invisible Set Diamond Earstud',P
EIV47D,4.7mm Invisible Set Diamond Earstud',P
EIV3PKD,3mm Invisible Set Pink Diamond Earstud',P
EIV3D,3mm Invisible Set Diamond Earstud',P
EIV3BD,3mm Invisible Set Blue Diamond Earstud',P
EIV38D,3.8mm Invisible Set Diamond Earstud',P
EIV35D,3.5mm Invisible Set Diamond Earstud',P
EIV2PKD,2mm Invisible Set Pink Diamond Earstud',P
EIV2PD,2mm Invisible Set Purple Diamond Earstud',P
EIV2D,2mm Invisible Set Diamond Earstud',P
EIV2BD,2mm Invisible Set Blue Diamond Earstud',P
EIV25PD,2.5mm Invisible Set Purple Diamond Earstud',P
EIV25D,2.5mm Invisible Set Diamond Earstud',P
EIV25BD,2.5mm Invisible Set Blue Diamond Earstud',P
EIV15D,1.5mm Invisible Set Diamond Earstud',P
EIV15BD,1.5mm Invisible Set Blue Diamond Earstud',P
EHPADBS,Blue Sapphire and Diamond Pave Hoop Earrings',P
EHLACD,Diamond Lace Hoop Earrings',P
EHINLACD,Diamond Inner Lace Hoop Earrings',P
EHEART,Plain Heart Traditional Earstud',P
EHCNDFLPED,Pearl Coronet Hoops with Diamond Flower and Briolette PAIR',P
EHCNDFLMTDPEPS,Pearl Coronet Hoops with Pink Sapphire MT Crown PAIR',P
EHCNDFLDPEPS,Pearl Coronet Hoops Diamond Flower and Pink Briolettes PAIR',P
EHCN4DTRFLDPE,Pearl Coronet Hoops Inset 4 Diamond Trinity and Flowers PAIR',P
EG5OP,Five Opal Garland Earstud',P
EG3TQ,2.75mm Turquoise Starburst Traditional Stud',P
EG3RB,2.75mm Ruby Starburst Earstud',P
EG3PS,2.75mm Pink Sapphire Starburst Earstud',P
EG3OP,2.75mm Opal Starburst Earstud',P
EG3CZ,2.75mm Cubic Zirconia Starburst Earstud',P
EG3BS,2.75mm Blue Sapphire Starburst Earstud',P
EFLPED,Pear Diamond Flower Earstud',P
EFLD75OP,7.5mm Opal Flower with Diamond Center Earstud',P
EFLD65OP,6.5mm Opal Flower Diamond Center Earstud',P
EFLD5OP,5mm Opal Flower with Diamond Center Earstud',P
EFLD55D,5.5mm Diamond Flower with Dangle Earstud',P
EFLD45D,4.5mm Diamond Flower with Dangle Earstud',P
EFL7PKD,7mm Pink Diamond Flower Earstud',P
EFL7PD,7mm Purple Diamond Flower Earstud',P
EFL7DPE,7mm Pearl and Diamond Flower Earstud',P
EFL7D,7mm Diamond Flower Earstud',P
EFL7BD,7mm Blue Diamond Flower Earstud',P
EFL55PKD,5.5mm Light Pink Diamond Flower Earstud',P
EFL55PD,5.5mm Rose-Purple Diamond Flower Earstud',P
EFL55D,5.5mm Diamond Flower Earstud',P
EFL55CZ,5.5mm Cubic Zirconia Flower Earstud',P
EFL55BKD,5.5mm Black Diamond Flower Earstud',P
EFL55BD,5.5mm Sky Blue Diamond Flower Earstud',P
EFL45PKD,4.5mm Light Pink Diamond Flower Earstud',P
EFL45PD,4.5mm Purple Diamond Flower Traditional Earstud',P
EFL45D,4.5mm Diamond Flower Earstud',P
EFL45BKD,4.5mm Black Diamond Flower Earstud',P
EFL45BD,4.5mm Sky Blue Diamond Flower Earstud',P
EFL3D,3mm Diamond Flower Earstud',P
EFH38,38mm Flat Hoop Earring',P
EFH31,31mm Flat Hoop Earring',P
EFH25,25mm Flat Hoop Earring',P
EFH19,19mm Flat Hoop Earring',P
EETR65TQ,6.5mm Turquoise Eternity Ring and Plain Cuff',P
EETR65PE,6.5mm Pearl Eternity Ring and Plain Cuff',P
EETR65OP,6.5mm Opal Eternity Ring and Plain Cuff',P
EETR65D,6.5mm Diamond Eternity Ring and Plain Cuff',P
EET2CDBA95D,9.5mm Diamond Eternity with Baguette Diamond and 2 Chains',P
